,wine name,winery,wine year,wine rating,wine price,wine region,wine country,grape information,wine acidity,wine intensity,wine sweetness,wine tannin,wine description
283,Vouvray Clos du Bourg Moelleux,Domaine Huet,2003,4.0,45.99,Vouvray,France,,,,,,
284,Barsac (Premier Grand Cru Classé),Château Climens,1990,4.5,179.99,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
285,Cuvée Constance,Domaine Huet,2003,4.5,175.0,Vouvray,France,,,,,,
286,Sélection de Grains Nobles Riesling,Hugel,1998,4.6,200.0,Alsace,France,Riesling,4.075122,4.15561,3.847805,,"Seldom oaked, Alsatian Riesling are typically dry and crisp, with racy acidity and compelling aromas of pears, apples, lemons, flowers and spice.

The region also produces off-dry versions generally labeled as Vendange Tardive (VT or late harvest) and Sélection de Grains Nobles (SGN meaning that the wines have been affected by Noble Rot).

Alsace is a wine growing region in Northeast France that borders Germany. Because Alsace is proximal to Germany, cradled in the shadow of the Vosges Mountain range and just east of the Rhine River, it shares many common grape varieties.

Riesling is the darling of Alsace, and a favorite of wine lovers worldwide, for it is both versatile and budget friendly.

Alsatian Rieslings are terroir-expressive and said to have a fresh and vibrant profile, often with an appealing minerality shining through. This is due, in part to the dry, sunny climate and the soil types found in the region—a mix of granite, limestone, schist and sandstone are typical.

The true beauty of Alsatian Riesling, both the dry and off-dry version, is that they are extraordinarily food friendly. Try dry Rieslings with fish tacos, sushi, smoked fish, asparagus and, one of our favorites, goat cheese. Off-dry Rieslings have an affinity with Thai food, curries, shrimp cocktail and, another one of our favorites, apple pie."
287,Late Harvest Riesling,Hogue,2016,4.0,10.99,Columbia Valley,United States,Riesling,2.903298,2.684468,3.518617,,
288,Sauternes (Premier Grand Cru Classé),Château Lafaurie-Peyraguey,2007,4.2,60.95,Sauternes,France,Sauvignon Blanc,4.314389,4.7723455,4.8714213,,
289,La Chartreuse de Coutet Sauternes,Château Coutet,2013,4.1,19.99,Sauternes,France,Sauvignon Blanc,4.380464599999999,4.730241,4.884904,,
290,Sauternes (Grand Cru Classé),Château de Malle,2009,4.3,59.99,Sauternes,France,Sauvignon Blanc,4.3338223,4.82775,4.9367779999999994,,
291,Quarts de Chaume,Baumard,2002,4.3,79.95,Quarts de Chaume,France,Chenin Blanc,3.7671232000000003,3.0783563,3.0313697,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
292,Vinsanto del Chianti Classico,Antinori,2015,4.2,55.98,Vin Santo del Chianti Classico,Italy,,,,,,
293,Pinot Gris Alsace Vendanges Tardives,Trimbach,2000,4.4,85.0,Alsace,France,Pinot Gris,,,,,"Alsatian Pinot Gris has highly regarded characteristics compared to its Italian and New World American counterparts. Grown and produced in Northeast France, the volcanic and limestone soils provide the perfect canvas for a wine of superlatives and class.

One should do what they must to ensure that life is not spent without having experienced the complexity and sumptuousness of Alsatian Pinot Gris.

Historically Alsace has been in a tug-of war between France and Germany, but France won. What this means for the wine is that production methods and nuances of both countries make their way into the bottles this region produces.

The wines are full-bodied, with a flavorful bouquet of lime, meyer lemon, green apple, pear, and white peach. They exemplify the notions of ripeness, spice, and high acidity. Expect Alsatian Pinot Gris to be a little spendier than other varieties of this grape.

Be sure to serve this wine ice cold. This wine pairs very well with light fishes such as perch, and soul. It also tastes amazingly well with chicken, turkey, duck or pork. Cruciferous vegetables are well complimented by the acid in the wine as are well spiced greens."
294,Sauternes,Château d'Yquem,1981,4.6,265.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
295,Sauternes,Château d'Yquem,1987,4.6,280.81,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
296,Sauternes (Lur Saluces),Château de Fargues,2006,4.4,99.58,Sauternes,France,Sauvignon Blanc,4.392823,4.779227,4.9527965,,
297,Dulce Blanco,Casa de la Ermita,2013,3.7,15.98,Jumilla,Spain,,,,,,
298,Sauternes (Premier Grand Cru Classé),Château La Tour Blanche,2006,4.3,68.95,Sauternes,France,Sauvignon Blanc,4.320389,4.7182319999999995,4.904211,,
299,Sauternes (Grand Cru Classé),Château de Myrat,2016,4.3,19.99,Sauternes,France,Sauvignon Blanc,4.4154935,4.8310547,4.9138136,,
300,Violetta Late Harvest,Grgich Hills,2009,4.1,64.96,Napa Valley,United States,,,,,,
301,Beerenauslese,Schmitt Söhne,2015,4.0,15.09,Rheinhessen,Germany,,,,,,
302,Sauternes (Premier Grand Cru Classé),Château Rabaud-Promis,2009,4.1,57.95,Sauternes,France,Sauvignon Blanc,4.32562,4.7794333,4.878162400000001,,
303,Cyprès de Climens Barsac,Château Climens,2009,4.0,29.09,Barsac,France,Sauvignon Blanc,4.3660407,4.5980669999999995,4.849888,,
304,Sauternes,Château d'Yquem,1976,4.8,570.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
305,Quarts de Chaume,Baumard,2005,4.5,39.99,Quarts de Chaume,France,Chenin Blanc,3.7671232000000003,3.0783563,3.0313697,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
306,Lions de Suduiraut Sauternes,Château Suduiraut,2012,4.0,18.99,Sauternes,France,Sauvignon Blanc,4.3836417,4.8312454,4.9321523,,
307,Colheita Tardia Branco,Quinta da Alorna,2012,3.9,17.04,Tejo,Portugal,,,,,,
308,Tokaj Furmint,Carpinus,2016,3.5,16.09,Tokaj,Hungary,,,,,,
309,Sauternes (Premier Grand Cru Classé),Château Suduiraut,1998,4.2,55.0,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
310,Vouvray Le Mont Moelleux Première Trie,Domaine Huet,2009,4.3,74.99,Vouvray,France,,,,,,
311,Le Colombare Recioto di Soave,Pieropan,2016,3.8,31.27,Recioto di Soave,Italy,,,,,,
312,Les Tuffeaux Montlouis Sur Loire,François Chidaine,2018,3.9,31.95,Montlouis-sur-Loire,France,Chenin Blanc,3.9612502999999997,2.5558330000000002,2.2769444,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
313,Les Jardins de Babylone Moelleux,Didier Dagueneau (Louis-Benjamin Dagueneau),2012,4.3,99.0,Jurançon,France,,,,,,
314,Goldtröpfchen Piesport Riesling Auslese,St. Urbans-Hof,2011,4.0,28.99,Mosel,Germany,Riesling,4.0,3.0,2.3276594,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
315,Sauternes (Grand Cru Classé),Château Filhot,2015,4.2,26.95,Sauternes,France,Sauvignon Blanc,4.3812475,4.8240347,4.943792,,
316,Solera Ratafia de Champagne,Henri Giraud,N.V.,4.0,64.99,Champagne,France,Chardonnay,3.0483603,3.9265879999999997,,,"While there are many sparkling wine regions around the globe, only Champagne from the Champagne appellation in France can be labeled as such.

Champagne has long been the wine of choice to celebrate special occasions, and its reputation as a luxury beverage has been intact since the Romans established vineyards in Reims in the 5th century (that's a really long time ago).

Sparkling Champagne wasn't discovered until the 16th century, by accident, by the Benedictine Monks. Early vintages of Champagne were dubbed “the devil's wine” because the bottles tended to explode. Improvements to both bottle and cork developed over hundreds of years.

Champagne is made from a blend of Chardonnay, Pinot Noir, and Pinot Munier grapes, and most of it is produced as a non-vintage wine, meaning that it's a blend of several vintages. Generally speaking, non-vintage Champagne is fantastic, and tends to be less expensive than vintage Champagne—this is because a vintage year is only declared when growing conditions are especially favorable.

The convivial nature of Champagne is due in part to how it's made. Following primary fermentation and bottling, a secondary alcoholic fermentation is induced in the bottle, which is achieved by the addition of yeast and rock sugar. The bubbles we love so much are a natural byproduct of this magical secondary fermentation, in the form of carbon dioxide."
317,Sauternes (Premier Grand Cru Classé),Château Guiraud,2013,4.2,42.99,Sauternes,France,Sauvignon Blanc,4.370208,4.7586260000000005,4.894749,,
318,L'Etoile Vin Jaune,Domaine de Montbourgeau,2011,3.9,110.0,L'Etoile,France,Savagnin,,,,,"Vin jaune from the Jura region of France, is best known for oxidized nutty and toasty flavors and aromas, similar to a dry Fino Sherry. These high-acid wines also offer up notes of curry, spice, citrus and mineral.

To create vin jaune, wine from Savagnin grapes—an ancient variety native to northeastern France and southwestern Germany—spends six years nearly untouched under a layer of flor (naturally occurring yeast) inside a cask (a process similar to sherry production, but Vin Jaune is not fortified).

Vin jaune is made in four Jura appellations: Arbois, Château-Chalon, Côtes du Jura and L'Étoile. The best examples of vin jaune come from Château-Chalon, where the Savagnin is late-harvested so it achieves more flavor and ripeness. It is also the only wine that's allowed to be made in that region.

True to its name, 'vin jaune', which translates to 'yellow wine', can show in the glass as bright yellow or golden in color."
319,Sauternes (Lur Saluces),Château de Fargues,2011,4.4,154.99,Sauternes,France,Sauvignon Blanc,4.392823,4.779227,4.9527965,,
320,Essencia,Royal Tokaji,2008,4.8,622.88,Tokaj,Hungary,,,,,,
321,Barsac (Premier Grand Cru Classé),Château Climens,2008,4.3,121.05,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
322,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2012,4.1,49.98,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
323,Sauternes,Château Bastor-Lamontagne,2016,4.0,31.0,Sauternes,France,Sauvignon Blanc,4.310233599999999,4.502157,4.842189,,
324,La Fleur Renaissance Sauternes,Antoine Moueix,2014,3.8,19.99,Sauternes,France,Sauvignon Blanc,4.1807327,4.7526197,4.965014,,
325,Harvest Select Sweet Riesling,Chateau Ste. Michelle,2016,4.1,9.95,Columbia Valley,United States,Riesling,2.8992894000000002,2.511005,3.6412497000000004,,
326,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2013,4.3,95.82,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
327,Grande Cuvée Nummer 6 Nouvelle Vague Trockenbeerenauslese,Kracher,2013,4.3,71.65,Burgenland,Austria,,,,,,
328,Sauternes (Premier Grand Cru Classé),Clos Haut-Peyraguey,2015,4.0,49.0,Sauternes,France,Sauvignon Blanc,4.329452,4.7093635,4.944746,,
329,Sauternes (Lur Saluces),Château de Fargues,2013,4.1,250.0,Sauternes,France,Sauvignon Blanc,4.392823,4.779227,4.9527965,,
330,Montefalco Sagrantino Passito,Paolo Bea,2007,4.4,120.0,Montefalco Sagrantino,Italy,,,,,,
331,Late Harvest Riesling,Chateau Grand Traverse,2018,3.9,12.97,Old Mission Peninsula,United States,,,,,,
332,Niagara,Bully Hill,N.V.,3.2,6.99,New York,United States,,,,,,
333,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,1986,4.4,63.89,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
334,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2004,4.1,59.0,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
335,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2015,4.2,54.95,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
336,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2011,4.3,74.98,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
337,Porcellànic VI Xarel-lo Sur Lie,Ton Rimbau,2011,4.3,93.87,Penedès,Spain,,,,,,
338,Reserva Moscatel Do Douro,Quinta do Portal,2007,4.3,26.81,Douro,Portugal,Moscatel de Alejandría,,,,,
339,Cuvée Madame Monbazillac,Tirecul la Gravière,1996,4.4,99.99,Monbazillac,France,,,,,,
340,Aureo Semi Dulce,De Muller,1954,4.2,38.95,Tarragona,Spain,,,,,,
341,Sauternes (Premier Grand Cru Classé),Château Rieussec,2005,4.4,74.98,Sauternes,France,Sauvignon Blanc,4.3623915,4.7800709999999995,4.8944735999999995,,
342,Sauternes (Premier Grand Cru Classé),Château Rieussec,2006,4.4,82.0,Sauternes,France,Sauvignon Blanc,4.3623915,4.7800709999999995,4.8944735999999995,,
343,Barsac (Premier Grand Cru Classé),Château Climens,2001,4.6,179.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
344,Vin de Constance (Natural Sweet),Klein Constantia,2017,4.7,33.27,Constantia,South Africa,,,,,,
345,Vin Santo di Montepulciano,Avignonesi,1998,4.7,249.99,Vin Santo di Montepulciano,Italy,,,,,,
346,Sauternes,Château d'Yquem,2008,4.7,299.95,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
347,Sauternes (Premier Grand Cru Classé),Château Lafaurie-Peyraguey,2003,4.3,87.5,Sauternes,France,Sauvignon Blanc,4.314389,4.7723455,4.8714213,,
348,Sauternes,Château d'Yquem,1999,4.7,250.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
349,Vouvray Le Mont Moelleux Première Trie,Domaine Huet,2015,4.4,59.99,Vouvray,France,,,,,,
350,Sauternes Barsac (Premier Grand Cru Classé),Château Coutet,2016,4.2,38.0,Barsac,France,Sauvignon Blanc,4.3556337,4.7459097,4.881172,,
351,Terminum Gewürztraminer,Tramin,2015,4.0,65.1,Südtirol - Alto Adige,Italy,Gewürztraminer,3.6136708,4.0029116,4.317384,,
352,Malvasia delle Lipari,Tenuta di Castellaro,2015,4.1,38.48,Malvasia delle Lipari,Italy,,,,,,
353,Cuvée Beerenauslese,Kracher,2017,4.1,24.31,Burgenland,Austria,,,,,,
354,Sauternes (Grand Cru Classé),Château Doisy-Vedrines,2015,4.2,42.98,Sauternes,France,Sauvignon Blanc,4.3899745999999995,4.7700806,4.8920392999999995,,
355,Barsac (Premier Grand Cru Classé),Château Climens,1997,4.4,100.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
356,Recioto Della Valpolicella Classico,Bussola,2012,4.5,53.13,Recioto della Valpolicella,Italy,,,,,,
357,Renesium,Malvirà,N.V.,3.8,20.03,Vino d'Italia,Italy,,,,,,
358,Carmes de Rieussec Sauternes,Château Rieussec,2009,4.1,43.0,Sauternes,France,Sauvignon Blanc,4.337769000000001,4.843282,4.922308999999999,,
359,Sauternes,Château d'Yquem,2006,4.7,415.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
360,Sauternes,Château d'Yquem,1988,4.7,425.0,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
361,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2006,4.2,79.0,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
362,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2015,4.3,79.99,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
363,Sauternes (Premier Grand Cru Classé),Château Suduiraut,2017,4.1,79.0,Sauternes,France,Sauvignon Blanc,4.363766,4.741132299999999,4.8958597,,
364,Sauternes,Château Gravas,2016,4.2,30.0,Sauternes,France,Sauvignon Blanc,4.2885003,4.6898235999999995,4.8713503,,
365,Barsac (Grand Cru Classé),Château Doisy-Daëne,2014,4.3,49.99,Barsac,France,Sauvignon Blanc,4.332616000000001,4.7315629999999995,4.8789725,,
366,Sauternes,Château d'Yquem,1996,4.7,413.55,Sauternes,France,Sauvignon Blanc,4.3780730000000005,4.692753,4.878145,,
367,Select Late Harvest Riesling Napa Valley,V. Sattui,2012,4.7,44.0,Napa Valley,United States,Riesling,,,,,
368,Eldorado Gold,Ferrari Carano,2013,4.0,33.98,Sonoma County,United States,,,,,,
369,Zinfandel Late Harvest Liquid Love,Tobin James Cellars,2014,3.9,19.99,Paso Robles,United States,,,,,,
370,No. 2 Victoria,Jorge Ordóñez,2011,4.3,26.99,Málaga,Spain,,,,,,
371,Bordeaux Moelleux,Château La Hargue,2014,3.9,15.39,Bordeaux Moelleux,France,,,,,,
372,Goldtröpfchen Piesport Riesling Auslese,St. Urbans-Hof,2012,4.0,45.99,Mosel,Germany,Riesling,4.0,3.0,2.3276594,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
373,Piemonte Brachetto,Bartenura,2011,4.1,13.99,Piemonte,Italy,,,,,,
374,Scharzhofberger Riesling Auslese,Reichsgraf von Kesselstatt,2003,4.1,69.99,Mosel,Germany,Riesling,,,,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
375,Bernkasteler Badstube Riesling Spätlese,Wwe. Dr. H. Thanisch - Erben Thanisch,2012,4.1,21.99,Mosel,Germany,Riesling,3.9389267,3.0625854,2.7817073,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
376,Moscatell de L’Empordà,Espelt,2015,3.7,8.98,Empordà,Spain,,,,,,
377,Tokaji 5 Puttonyos Aszú,Château Pajzos,2011,4.3,38.99,Tokaj,Hungary,,,,,,
378,No. 2 Victoria,Jorge Ordóñez,2010,4.3,17.99,Málaga,Spain,,,,,,
379,Sauternes,Château Raymond-Lafon,1988,4.5,163.89,Sauternes,France,Sauvignon Blanc,4.369524500000001,4.699751,4.912559,,
380,Sauternes (Grand Cru Classé),Château Romer du Hayot,2007,4.2,27.95,Sauternes,France,Sauvignon Blanc,4.4222307,4.710158,4.798399,,
381,Vouvray Clos du Bourg Moelleux Première Trie,Domaine Huet,2008,4.2,69.95,Vouvray,France,Chenin Blanc,4.0283050000000005,3.209661,2.95,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
382,Gewürztraminer Late Harvest,Husch Vineyards,2014,4.0,27.0,Anderson Valley,United States,Gewürztraminer,,,,,
383,Sauternes (Premier Grand Cru Classé),Château Rieussec,1985,4.4,118.0,Sauternes,France,Sauvignon Blanc,4.3623915,4.7800709999999995,4.8944735999999995,,
384,Barsac (Premier Grand Cru Classé),Château Climens,1981,4.5,95.0,Barsac,France,Sauvignon Blanc,4.3913283,4.699693,4.91001,,
385,Muté,Orin Swift,N.V.,4.2,35.0,California,United States,,,,,,
386,Dolcemente Rosso (Cabernet Sauvignon - Cesanese),Cantina Gabriele,2013,4.0,7.95,Vino d'Italia,Italy,,,,,,
387,Harvest Select Sweet Riesling,Chateau Ste. Michelle,2013,4.0,9.98,Columbia Valley,United States,Riesling,2.8992894000000002,2.511005,3.6412497000000004,,
388,V Douce France Vouvray,Famille Bougrier,2015,3.9,39.99,Vouvray,France,,,,,,
389,Sauternes (Premier Grand Cru Classé),Clos Haut-Peyraguey,1990,4.2,129.9,Sauternes,France,Sauvignon Blanc,4.329452,4.7093635,4.944746,,
390,Vouvray Clos du Bourg Moelleux Première Trie,Domaine Huet,2003,4.3,115.0,Vouvray,France,Chenin Blanc,4.0283050000000005,3.209661,2.95,,"Loire Chenin Blanc is characterized by its distinctive high acidity. Most tend to be off-dry to medium sweet, with notes of flowers, straw and honey.

The best sweet styles are made from grapes affected by noble rot, which become golden and honeyed. Dry styles possess a chalky minerality to them.

Spanning the Loire River as it flows out to the Atlantic Ocean, the region has diverse soils and climates, meaning Chenin Blanc comes in all different styles.

Because of the grape's inherent high acidity, Chenin Blanc's charm can be lost in cooler vintages, with the acid overpowering."
391,Late Harvest Riesling,Pelee Island Winery,2012,3.8,13.99,Ontario,Canada,Riesling,,,,,
392,Sauternes,Château Villefranche,2010,4.0,39.99,Sauternes,France,Sauvignon Blanc,4.0651493,4.64034,4.7387223,,
393,Brauneberger Juffer Sonnenuhr Riesling Auslese,Willi Haag,2016,4.2,39.0,Brauneberg,Germany,Riesling,3.3312282999999994,3.6101754,3.4168422,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
394,Wolfer Goldgrube Riesling Spätlese,Weingut Vollenweider,2006,4.1,35.0,Mosel,Germany,Riesling,3.6794302000000005,3.2999099999999997,3.7785153,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
395,Vin Santo della Valdichiana,Santa Cristina,2011,3.8,20.98,Valdichiana,Italy,,,,,,
396,Vin Santo del Chianti Classico,Rocca di Montegrossi,2007,4.5,85.0,Vin Santo del Chianti Classico,Italy,,,,,,
397,Vidal Icewine,Inniskillin,2006,4.5,54.99,Niagara Peninsula,Canada,,,,,,
398,Sauternes (Grand Cru Classé),Château de Malle,2006,4.2,37.99,Sauternes,France,Sauvignon Blanc,4.3338223,4.82775,4.9367779999999994,,
399,Icewine Riesling,Peller Estates,2015,4.3,69.21,Niagara Peninsula,Canada,Riesling,2.987639,3.6599998,3.3730555,,
400,Castello della Sala Muffato della Sala,Antinori,2005,4.1,54.99,Umbria,Italy,,,,,,
402,Bernasse Gourmandise Monbazillac,Château Kalian,2012,3.6,11.99,Monbazillac,France,,,,,,
403,Sauternes,Domaine de l'Alliance,2014,4.1,75.0,Sauternes,France,Sauvignon Blanc,4.527891,4.521309,5.0,,
404,The Family Reserve Heatherleigh,Waterford Estate,N.V.,4.1,28.0,Stellenbosch,South Africa,,,,,,
405,Tokaji Aszú 6 Puttonyos,Tokaj Classic,1999,4.5,77.99,Tokaj,Hungary,,,,,,
406,Riesling Noble Late Harvest,Paul Cluver,2014,4.2,33.0,Elgin,South Africa,,,,,,
407,Sauternes (Lur Saluces),Château de Fargues,2017,4.4,175.0,Sauternes,France,Sauvignon Blanc,4.392823,4.779227,4.9527965,,
408,Mr. K The Straw Man,Sine Qua Non,2006,4.7,190.0,California,United States,,,,,,
409,5 Puttonyos Aszú (Red Label),Royal Tokaji,2008,4.4,54.56,Tokaj,Hungary,,,,,,
410,Vin Santo Del Chianti Classico,Coltibuono,2010,4.4,43.99,Vin Santo del Chianti Classico,Italy,,,,,,
411,Hofberg Spätlese Riesling,A. J. Adam,2013,3.9,29.99,Dhron,Germany,Riesling,2.9716617999999997,2.9356619999999998,3.784789,,"Riesling is without question Germany's favorite grape. Widely planted, though once derided, Riesling is the superstar of the white wine world at the moment.

There is a lot of scope for versatility with this sweet, viscous wine, though you can expect to get hints of tropical fruit, nectarine, melon and pineapple from a solid Riesling.

The grape originated in the Rhine region of Germany, and the best of them are said to grow along the banks of the Mosel River on the beautiful steep, south facing hills.

There are six categories of Riesling which indicate the ripeness of the grapes. Kabinett is considered “off-dry” and is a typically ripe grape. Spätlese is riper and therefor sweeter, and Auslese is even riper still. Beyond on that you have Beerenauslese, Trockenbeerenauslese and Eiswein (or ice wine), all getting sweeter, more viscous and more expensive.

It's a favorite in the food and beverage industry because of its willingness to play with a wide variety of foods, particular spicy dishes. The current Asian fusion boom is thought to have had a tremendous effect on Riesling's popularity."
